ENDTIME_us,TASK,PID,TYPE,BYTES,OFFSET_b,LATENCY_us,FILE
1386914295965,git,70937,R,67,1244865604,1296,tmp_pack_GW8ASd
1386914299851,git,70937,R,41,1248034631,1543,tmp_pack_GW8ASd
1386914304039,git,70937,R,645,3199438627,3503,tmp_pack_GW8ASd
1386914309814,git,70937,R,936,1252014175,1843,tmp_pack_GW8ASd
1386914314735,git,70937,R,1505,1251978565,1799,tmp_pack_GW8ASd
1386914325565,git,70937,R,262,1262545193,1173,tmp_pack_GW8ASd
1386914328031,git,70937,R,823,3284039230,1043,tmp_pack_GW8ASd
1386914337288,git,70937,R,1171,3279151291,8977,tmp_pack_GW8ASd
1386914349675,git,70937,R,24,1266169573,1099,tmp_pack_GW8ASd
1386914360030,git,70937,R,644,3668696827,2394,tmp_pack_GW8ASd
1386914377666,git,70937,R,47,3611919739,2148,tmp_pack_GW8ASd
1386914380028,git,70937,R,443,3152830413,2379,tmp_pack_GW8ASd
1386914600043,git,70937,R,2541,3338415242,1116,tmp_pack_GW8ASd
1386914634316,git,70937,R,8484,1275942053,20949,tmp_pack_GW8ASd
1386914634479,git,70937,R,39345,1276048295,20069,tmp_pack_GW8ASd
1386914636681,git,70937,R,101,1276355804,1111,tmp_pack_GW8ASd
1386914653121,git,70937,R,1351,1340063563,1018,tmp_pack_GW8ASd
1386914656035,git,70937,R,61434,1340539185,2201,tmp_pack_GW8ASd
1386914681240,git,70937,R,46396,1342539123,22856,tmp_pack_GW8ASd
1386914681841,git,70937,R,11022,1342528098,22918,tmp_pack_GW8ASd
1386914685738,git,70937,R,4543,2929297827,2340,tmp_pack_GW8ASd
1386914685819,git,70937,R,57594,1352373368,2150,tmp_pack_GW8ASd
1386914692358,git,70937,R,1663,3061819541,1065,tmp_pack_GW8ASd
1386914694765,git,70937,R,1861,1368285292,2423,tmp_pack_GW8ASd
1386914701578,git,70937,R,64,1368294976,6828,tmp_pack_GW8ASd
1386915132475,git,70937,R,620,1386997667,1670,tmp_pack_GW8ASd
1386915136031,git,70937,R,1011,1387007393,2438,tmp_pack_GW8ASd
1386915181482,git,70937,R,6903,1396233465,4037,tmp_pack_GW8ASd
1386915184031,git,70937,R,274,1396244252,2735,tmp_pack_GW8ASd
1386915223428,git,70937,R,627,2528453391,2941,tmp_pack_GW8ASd
1386915233478,git,70937,R,150,3261440732,1075,tmp_pack_GW8ASd
1386915236023,git,70937,R,290,3316616834,1174,tmp_pack_GW8ASd
1386915264615,git,70937,R,56705,1413704717,1073,tmp_pack_GW8ASd
1386915267797,git,70937,R,129,1419037396,1029,tmp_pack_GW8ASd
1386915272042,git,70937,R,65536,1421197124,1656,tmp_pack_GW8ASd
1386915290834,git,70937,R,42,1423191843,14093,tmp_pack_GW8ASd
1386915290903,git,70937,R,29,1422175924,14839,tmp_pack_GW8ASd
1386915295005,git,70937,R,86,1425813490,1090,tmp_pack_GW8ASd
1386915296026,git,70937,R,808,3199649488,1033,tmp_pack_GW8ASd
1386915339359,git,70937,R,65536,1429340612,3011,tmp_pack_GW8ASd
1386915339835,git,70937,R,56,1429975828,2773,tmp_pack_GW8ASd
1386915341280,git,70937,R,231,1431721599,1333,tmp_pack_GW8ASd
1386915348051,git,70937,R,182,1451806885,3461,tmp_pack_GW8ASd
1386915384150,git,70937,R,31,1454821068,31060,tmp_pack_GW8ASd
1386915384446,git,70937,R,23,1455269485,30672,tmp_pack_GW8ASd
1386915392041,git,70937,R,31830,1456702126,2486,tmp_pack_GW8ASd
1386915414160,git,70937,R,92,1460020241,1107,tmp_pack_GW8ASd
1386915416033,git,70937,R,1100,1460781255,1893,tmp_pack_GW8ASd
1386915427081,git,70937,R,2002,3351305877,1133,tmp_pack_GW8ASd
1386915432029,git,70937,R,21,1464403751,2712,tmp_pack_GW8ASd
1386915454145,git,70937,R,56,3405414556,1952,tmp_pack_GW8ASd
1386915456315,git,70937,R,365,3380489868,1706,tmp_pack_GW8ASd
1386915460025,git,70937,R,31,3616047075,3596,tmp_pack_GW8ASd
1386915478540,git,70937,R,1669,1490639961,1106,tmp_pack_GW8ASd
1386915480027,git,70937,R,162,1490649893,1502,tmp_pack_GW8ASd
1386915520562,git,70937,R,32,3560831322,1977,tmp_pack_GW8ASd
1386915522538,git,70937,R,40,3616192877,2115,tmp_pack_GW8ASd
1386915528023,git,70937,R,180,3137266792,1608,tmp_pack_GW8ASd
1386915556031,git,70937,R,1470,3380818866,1984,tmp_pack_GW8ASd
1386915576025,git,70937,R,728,3311914460,1724,tmp_pack_GW8ASd
1386915582621,git,70937,R,629,3655699963,1061,tmp_pack_GW8ASd
1386915584029,git,70937,R,687,3119974204,1426,tmp_pack_GW8ASd
1386915591404,git,70937,R,545,3395103595,1183,tmp_pack_GW8ASd
1386915595671,git,70937,R,589,3578479088,4163,tmp_pack_GW8ASd
1386915600025,git,70937,R,1053,2391038967,2493,tmp_pack_GW8ASd
1386915619125,git,70937,R,1084,3111698340,1997,tmp_pack_GW8ASd
1386915626134,git,70937,R,35543,1509156145,2475,tmp_pack_GW8ASd
1386915631098,git,70937,R,65536,1509412190,2107,tmp_pack_GW8ASd
1386915632033,git,70937,R,32134,1509645574,1153,tmp_pack_GW8ASd
1386915640023,git,70937,R,593,2391032101,2545,tmp_pack_GW8ASd
1386915727137,git,70937,R,43256,1527496613,1512,tmp_pack_GW8ASd
1386915731866,git,70937,R,127,1528774608,2572,tmp_pack_GW8ASd
1386915733210,git,70937,R,260,3098079168,1352,tmp_pack_GW8ASd
1386915735272,git,70937,R,30,3190950246,2073,tmp_pack_GW8ASd
1386915739467,git,70937,R,897,3098083084,1879,tmp_pack_GW8ASd
1386915800030,git,70937,R,2046,1541283496,3671,tmp_pack_GW8ASd
1386915808032,git,70937,R,25,1542645814,1126,tmp_pack_GW8ASd
1386916035949,git,70937,R,3067,1559045878,1482,tmp_pack_GW8ASd
1386916037865,git,70937,R,122,3274662994,1544,tmp_pack_GW8ASd
1386916040030,git,70937,R,55,3617641694,2085,tmp_pack_GW8ASd
1386916055129,git,70937,R,27,1560658375,3507,tmp_pack_GW8ASd
1386916218588,git,70937,R,2382,1568864892,1022,tmp_pack_GW8ASd
1386916219982,git,70937,R,1756,1568869998,1416,tmp_pack_GW8ASd
1386916230416,git,70937,R,18,1590087460,1413,tmp_pack_GW8ASd
1386916236055,git,70937,R,957,1594053383,2778,tmp_pack_GW8ASd
1386916239545,git,70937,R,43,1595741016,1225,tmp_pack_GW8ASd
1386916312032,git,70937,R,97,3286278126,1732,tmp_pack_GW8ASd
1386916335780,git,70937,R,4781,1615853497,1074,tmp_pack_GW8ASd
1386916338856,git,70937,R,177,3137737794,2373,tmp_pack_GW8ASd
1386916340024,git,70937,R,396,3534340265,1181,tmp_pack_GW8ASd
1386916348030,git,70937,R,651,3620513897,3620,tmp_pack_GW8ASd
1386916359849,git,70937,R,115,1626628025,1976,tmp_pack_GW8ASd
1386916384548,git,70937,R,40,3353150295,15304,tmp_pack_GW8ASd
1386916384649,git,70937,R,66,1628809687,14637,tmp_pack_GW8ASd
1386916391747,git,70937,R,449,1634054989,1005,tmp_pack_GW8ASd
1386916395507,git,70937,R,2922,3353419197,3784,tmp_pack_GW8ASd
1386916398735,git,70937,R,531,3062423536,1731,tmp_pack_GW8ASd
1386916400032,git,70937,R,298,2906349815,1307,tmp_pack_GW8ASd
1386916408035,git,70937,R,253,1678720878,3420,tmp_pack_GW8ASd
1386916428023,git,70937,R,606,1636828473,2360,tmp_pack_GW8ASd
1386916440807,git,70937,R,80,1678739542,1084,tmp_pack_GW8ASd
1386916444038,git,70937,R,46,1817668188,2983,tmp_pack_GW8ASd
1386916448024,git,70937,R,24,3255898570,1090,tmp_pack_GW8ASd
1386916451524,git,70937,R,51,3589945864,1158,tmp_pack_GW8ASd
1386916453450,git,70937,R,485,3223639856,1545,tmp_pack_GW8ASd
1386916454758,git,70937,R,108,3242749893,1327,tmp_pack_GW8ASd
1386916455888,git,70937,R,23,3589978115,1146,tmp_pack_GW8ASd
1386916456977,git,70937,R,355,3339088486,1102,tmp_pack_GW8ASd
1386916459757,git,70937,R,141,3223665762,1318,tmp_pack_GW8ASd
1386916461634,git,70937,R,22,1711052666,1288,tmp_pack_GW8ASd
1386916466829,git,70937,R,24,3665101392,1716,tmp_pack_GW8ASd
1386916485689,git,70937,R,1370,1707409290,1100,tmp_pack_GW8ASd
1386916499356,git,70937,R,83,1713982352,6302,tmp_pack_GW8ASd
1386916504951,git,70937,R,582,3385863877,3674,tmp_pack_GW8ASd
1386916522537,git,70937,R,140,1726379805,1608,tmp_pack_GW8ASd
1386916530181,git,70937,R,24,3387973360,1475,tmp_pack_GW8ASd
1386916531286,git,70937,R,17,1734908818,1068,tmp_pack_GW8ASd
1386916534814,git,70937,R,4056,1736310131,1876,tmp_pack_GW8ASd
1386916536024,git,70937,R,1324,3388113671,1229,tmp_pack_GW8ASd
1386916540603,git,70937,R,2017,3388135054,1774,tmp_pack_GW8ASd
1386916540676,git,70937,R,814,3176175827,1636,tmp_pack_GW8ASd
1386916544023,git,70937,R,1346,3529218425,2841,tmp_pack_GW8ASd
1386916608026,git,70937,R,3561,1748167007,6401,tmp_pack_GW8ASd
1386916664025,git,70937,R,121,1748557652,3309,tmp_pack_GW8ASd
1386916787773,git,70937,R,42,1778940824,1231,tmp_pack_GW8ASd
1386916800026,git,70937,R,65,1808318012,1068,tmp_pack_GW8ASd
1386916804032,git,70937,R,788,1808637833,3463,tmp_pack_GW8ASd
1386916837896,git,70937,R,65536,1814723715,26110,tmp_pack_GW8ASd
1386916838372,git,70937,R,65536,1815148465,26393,tmp_pack_GW8ASd
1386916842957,git,70937,R,1080,1817649406,1124,tmp_pack_GW8ASd
1386916893970,git,70937,R,4335,3062494438,1030,tmp_pack_GW8ASd
1386916895852,git,70937,R,43,3150062801,1444,tmp_pack_GW8ASd
1386916900035,git,70937,R,46,1826454519,3531,tmp_pack_GW8ASd
1386916958619,git,70937,R,472,1835585307,1946,tmp_pack_GW8ASd
1386916960033,git,70937,R,71,1835598203,1424,tmp_pack_GW8ASd
1386916998589,git,70937,R,44,1841787461,1011,tmp_pack_GW8ASd
1386917011467,git,70937,R,28,3275071484,2815,tmp_pack_GW8ASd
1386917043926,git,70937,R,6389,3388410013,1095,tmp_pack_GW8ASd
1386917060029,git,70937,R,26480,1870993808,1132,tmp_pack_GW8ASd
1386917069402,git,70937,R,41,2729593632,3195,tmp_pack_GW8ASd
1386917276989,git,70937,R,611,1898426919,1452,tmp_pack_GW8ASd
1386917280028,git,70937,R,1947,3566049549,3047,tmp_pack_GW8ASd
1386917376789,git,70937,R,392,1899945860,1136,tmp_pack_GW8ASd
1386917378058,git,70937,R,1596,3172185204,1278,tmp_pack_GW8ASd
1386917380030,git,70937,R,1608,3629968282,1161,tmp_pack_GW8ASd
1386917440035,git,70937,R,297,1911015216,2873,tmp_pack_GW8ASd
1386917520423,git,70937,R,5777,3006516863,1590,tmp_pack_GW8ASd
1386917521990,git,70937,R,4856,3036021803,1244,tmp_pack_GW8ASd
1386917656219,git,70937,R,888,3576708367,2643,tmp_pack_GW8ASd
1386917657461,git,70937,R,1563,1992154648,1390,tmp_pack_GW8ASd
1386917718169,git,70937,R,459,2007808272,1050,tmp_pack_GW8ASd
1386917719572,git,70937,R,710,2007811715,1415,tmp_pack_GW8ASd
1386917722069,git,70937,R,2145,3275370306,2506,tmp_pack_GW8ASd
1386917845523,git,70937,R,971,2127168713,1060,tmp_pack_GW8ASd
1386917854493,git,70937,R,405,3063454214,1109,tmp_pack_GW8ASd
1386917864027,git,70937,R,230,3394352193,1460,tmp_pack_GW8ASd
1386917882902,git,70937,R,82,3103125725,1141,tmp_pack_GW8ASd
1386917885810,git,70937,R,344,3112993092,1620,tmp_pack_GW8ASd
1386917888035,git,70937,R,2302,3115590757,2248,tmp_pack_GW8ASd
1386917903478,git,70937,R,1213,3393431245,1056,tmp_pack_GW8ASd
1386917904218,git,70937,R,2855,3393432466,1242,tmp_pack_GW8ASd
1386917909178,git,70937,R,554,3155369855,1590,tmp_pack_GW8ASd
1386917911228,git,70937,R,2202,2138905713,2083,tmp_pack_GW8ASd
1386917931939,git,70937,R,532,3279881649,3772,tmp_pack_GW8ASd
1386917933543,git,70937,R,110,2017454108,1626,tmp_pack_GW8ASd
1386917934691,git,70937,R,236,3530672046,1088,tmp_pack_GW8ASd
1386917936029,git,70937,R,1106,3668470833,1362,tmp_pack_GW8ASd
1386917945943,git,70937,R,250,2021920649,1314,tmp_pack_GW8ASd
1386917955389,git,70937,R,302,3006867208,1740,tmp_pack_GW8ASd
1386917960676,git,70937,R,221,2029075457,1132,tmp_pack_GW8ASd
1386917964030,git,70937,R,97,2029319083,1373,tmp_pack_GW8ASd
1386917967094,git,70937,R,108,2030686804,1125,tmp_pack_GW8ASd
1386917979416,git,70937,R,58556,2030917299,2206,tmp_pack_GW8ASd
1386917994215,git,70937,R,65536,2031408262,13776,tmp_pack_GW8ASd
1386917994324,git,70937,R,1471,2031406788,13288,tmp_pack_GW8ASd
1386918000153,git,70937,R,53776,2031566182,3313,tmp_pack_GW8ASd
1386918012817,git,70937,R,114,3063116628,1074,tmp_pack_GW8ASd
1386918040624,git,70937,R,1952,3112959175,13866,tmp_pack_GW8ASd
1386918040926,git,70937,R,2938,2040927838,12509,tmp_pack_GW8ASd
1386918046233,git,70937,R,255,2062517751,1844,tmp_pack_GW8ASd
1386918048281,git,70937,R,59,2042923035,1011,tmp_pack_GW8ASd
1386918134398,git,70937,R,2320,2062479316,35486,tmp_pack_GW8ASd
1386918134850,git,70937,R,19058,2058143492,33835,tmp_pack_GW8ASd
1386918431318,git,70937,R,3262,2074871387,56604,tmp_pack_GW8ASd
1386918431586,git,70937,R,522,2075057461,53962,tmp_pack_GW8ASd
1386918494303,git,70937,R,3465,2074874714,49131,tmp_pack_GW8ASd
1386918494702,git,70937,R,3234,3592936408,61330,tmp_pack_GW8ASd
1386918634431,git,70937,R,9816,3364032080,74540,tmp_pack_GW8ASd
1386918635676,git,70937,R,34,3256937847,63787,tmp_pack_GW8ASd
1386918743785,git,70937,R,1355,3155196917,93388,tmp_pack_GW8ASd
1386918744069,git,70937,R,75,3648705607,75651,tmp_pack_GW8ASd
1386918790646,git,70937,R,279,2109116746,42456,tmp_pack_GW8ASd
1386918790929,git,70937,R,12,2075776091,40402,tmp_pack_GW8ASd
1386918838310,git,70937,R,19,2076782034,46703,tmp_pack_GW8ASd
1386918838511,git,70937,R,165,3671437489,46921,tmp_pack_GW8ASd
1386918885113,git,70937,R,13,2078350663,45519,tmp_pack_GW8ASd
1386918885219,git,70937,R,303,2077822786,45721,tmp_pack_GW8ASd
1386918931752,git,70937,R,19,2082433999,45116,tmp_pack_GW8ASd
1386918931902,git,70937,R,14,2081861858,45358,tmp_pack_GW8ASd
1386918994011,git,70937,R,17,2083561564,61512,tmp_pack_GW8ASd
1386918994078,git,70937,R,126,2084231555,61526,tmp_pack_GW8ASd
1386919040771,git,70937,R,242,2083561319,46312,tmp_pack_GW8ASd
1386919041044,git,70937,R,60,2084913423,46027,tmp_pack_GW8ASd
1386919087530,git,70937,R,383,2087699856,45995,tmp_pack_GW8ASd
1386919087885,git,70937,R,16,2086409245,46405,tmp_pack_GW8ASd
1386919134629,git,70937,R,450,3279922806,46309,tmp_pack_GW8ASd
1386919135038,git,70937,R,961,2087718763,45903,tmp_pack_GW8ASd
1386919181479,git,70937,R,793,2087728525,44834,tmp_pack_GW8ASd
1386919181742,git,70937,R,2555,2087721863,42760,tmp_pack_GW8ASd
1386919243962,git,70937,R,867,3036859851,58532,tmp_pack_GW8ASd
1386919244276,git,70937,R,157,2087742823,54922,tmp_pack_GW8ASd
1386919290769,git,70937,R,350,3279927275,42232,tmp_pack_GW8ASd
1386919291119,git,70937,R,722,3148441150,44321,tmp_pack_GW8ASd
1386919337614,git,70937,R,645,3256937888,45515,tmp_pack_GW8ASd
1386919338185,git,70937,R,159,2088917405,41196,tmp_pack_GW8ASd
1386919384711,git,70937,R,166,2090057450,45674,tmp_pack_GW8ASd
1386919384831,git,70937,R,39,2091147978,45804,tmp_pack_GW8ASd
1386919431542,git,70937,R,34,2093720054,45484,tmp_pack_GW8ASd
1386919431651,git,70937,R,48,2095595158,45564,tmp_pack_GW8ASd
1386919493940,git,70937,R,1898,2102619750,61459,tmp_pack_GW8ASd
1386919494189,git,70937,R,2004,2102625799,61437,tmp_pack_GW8ASd
1386919541140,git,70937,R,58,3392631152,45067,tmp_pack_GW8ASd
1386919541281,git,70937,R,851,3036916784,46279,tmp_pack_GW8ASd
1386919588040,git,70937,R,462,2102636693,46342,tmp_pack_GW8ASd
1386919588192,git,70937,R,20,2102642506,45504,tmp_pack_GW8ASd
1386919634739,git,70937,R,1581,2102787112,35320,tmp_pack_GW8ASd
1386919635022,git,70937,R,630,3264997557,41399,tmp_pack_GW8ASd
1386919681282,git,70937,R,1302,3036940531,45785,tmp_pack_GW8ASd
1386919681645,git,70937,R,65536,2103666272,45273,tmp_pack_GW8ASd
1386919743959,git,70937,R,980,3148975282,62172,tmp_pack_GW8ASd
1386919744383,git,70937,R,64994,2103731808,62028,tmp_pack_GW8ASd
1386919791159,git,70937,R,29,2106197882,44577,tmp_pack_GW8ASd
1386919791247,git,70937,R,29,2104794138,45373,tmp_pack_GW8ASd
1386919837810,git,70937,R,483,2108972071,44941,tmp_pack_GW8ASd
1386919837901,git,70937,R,39,2108968422,45463,tmp_pack_GW8ASd
1386919884800,git,70937,R,69,2109059097,46296,tmp_pack_GW8ASd
1386919884875,git,70937,R,169,2109049944,46407,tmp_pack_GW8ASd
1386919931937,git,70937,R,13,2109415048,44169,tmp_pack_GW8ASd
1386919931984,git,70937,R,19,2110117618,44196,tmp_pack_GW8ASd
1386919994147,git,70937,R,65536,2110117668,61496,tmp_pack_GW8ASd
1386919994409,git,70937,R,4981,2111469232,61825,tmp_pack_GW8ASd
1386920041215,git,70937,R,15253,2111421558,46444,tmp_pack_GW8ASd
1386920041315,git,70937,R,65536,2110183204,46552,tmp_pack_GW8ASd
1386920088219,git,70937,R,339,2111980315,46225,tmp_pack_GW8ASd
1386920088290,git,70937,R,65536,2110445348,45540,tmp_pack_GW8ASd
1386920135159,git,70937,R,3755,2112133794,46297,tmp_pack_GW8ASd
1386920135269,git,70937,R,65536,2110707492,45837,tmp_pack_GW8ASd
1386920181521,git,70937,R,37,2112626746,45093,tmp_pack_GW8ASd
1386920181758,git,70937,R,65536,2110969636,44992,tmp_pack_GW8ASd
1386920244030,git,70937,R,453,2112632319,61316,tmp_pack_GW8ASd
1386920244840,git,70937,R,2352,2112633633,60435,tmp_pack_GW8ASd
1386920290867,git,70937,R,3065,2112661878,44374,tmp_pack_GW8ASd
1386920291080,git,70937,R,2775,2112646792,44453,tmp_pack_GW8ASd
1386920337778,git,70937,R,1183,2112666618,45496,tmp_pack_GW8ASd
1386920338079,git,70937,R,952,2126931788,43209,tmp_pack_GW8ASd
1386920384598,git,70937,R,3401,2112695432,39577,tmp_pack_GW8ASd
1386920384704,git,70937,R,67,2112700831,40007,tmp_pack_GW8ASd
1386920431548,git,70937,R,278,3063447875,45836,tmp_pack_GW8ASd
1386920431809,git,70937,R,273,2112716610,42963,tmp_pack_GW8ASd
1386920494100,git,70937,R,178,3155364459,61879,tmp_pack_GW8ASd
1386920494340,git,70937,R,60,3392698769,55787,tmp_pack_GW8ASd
1386920541272,git,70937,R,489,2126966605,43223,tmp_pack_GW8ASd
1386920541395,git,70937,R,2666,2126991324,43375,tmp_pack_GW8ASd
1386920588149,git,70937,R,17,2113099225,41635,tmp_pack_GW8ASd
1386920588396,git,70937,R,17,2113421690,41247,tmp_pack_GW8ASd
1386920634748,git,70937,R,15,2122874753,45578,tmp_pack_GW8ASd
1386920634816,git,70937,R,39,2124432949,45163,tmp_pack_GW8ASd
1386920681921,git,70937,R,180,2124568408,46529,tmp_pack_GW8ASd
1386920682006,git,70937,R,45,2124809947,46653,tmp_pack_GW8ASd
1386920744580,git,70937,R,34,2126657577,62021,tmp_pack_GW8ASd
1386920744776,git,70937,R,32,2126135299,62548,tmp_pack_GW8ASd
1386920791079,git,70937,R,1965,2126860081,45476,tmp_pack_GW8ASd
1386920792093,git,70937,R,2978,2126866818,46465,tmp_pack_GW8ASd
1386920837729,git,70937,R,3180,2126877736,45241,tmp_pack_GW8ASd
1386920838010,git,70937,R,470,2126872550,44973,tmp_pack_GW8ASd
1386920884775,git,70937,R,39,2126890523,45249,tmp_pack_GW8ASd
1386920885201,git,70937,R,908,3256941908,43737,tmp_pack_GW8ASd
1386920931583,git,70937,R,1570,2126929087,43038,tmp_pack_GW8ASd
1386920932265,git,70937,R,1233,2126936484,42643,tmp_pack_GW8ASd
1386920994118,git,70937,R,1169,3008103784,55014,tmp_pack_GW8ASd
1386920994330,git,70937,R,1057,3008104960,47720,tmp_pack_GW8ASd
1386921041047,git,70937,R,1402,2193223596,33899,tmp_pack_GW8ASd
1386921041948,git,70937,R,240,3212319378,37624,tmp_pack_GW8ASd
1386921087719,git,70937,R,1910,3649392111,43694,tmp_pack_GW8ASd
1386921088169,git,70937,R,297,3257150039,45221,tmp_pack_GW8ASd
1386921134695,git,70937,R,1130,2193226948,43017,tmp_pack_GW8ASd
1386921134985,git,70937,R,985,3305084698,45920,tmp_pack_GW8ASd
1386921181640,git,70937,R,291,2193268464,34248,tmp_pack_GW8ASd
1386921181803,git,70937,R,131,3155668870,36644,tmp_pack_GW8ASd
1386921244457,git,70937,R,48,2127968910,58596,tmp_pack_GW8ASd
1386921244817,git,70937,R,141,3309641732,58385,tmp_pack_GW8ASd
1386921246142,git,70937,R,55432,2194439272,1400,tmp_pack_GW8ASd
1386921291221,git,70937,R,34,2130461338,44629,tmp_pack_GW8ASd
1386921291514,git,70937,R,65536,2129037802,44109,tmp_pack_GW8ASd
1386921338080,git,70937,R,65536,2129103338,45055,tmp_pack_GW8ASd
1386921338405,git,70937,R,100,2130636056,46013,tmp_pack_GW8ASd
1386921385194,git,70937,R,13,2131265769,46662,tmp_pack_GW8ASd
1386921385318,git,70937,R,62,2131266049,45385,tmp_pack_GW8ASd
1386921431895,git,70937,R,63,2132940981,45944,tmp_pack_GW8ASd
1386921432124,git,70937,R,265,2133357225,46116,tmp_pack_GW8ASd
1386921494165,git,70937,R,220,2134200246,61587,tmp_pack_GW8ASd
1386921494342,git,70937,R,65536,2133841115,61847,tmp_pack_GW8ASd
1386921541230,git,70937,R,65536,2133906651,45555,tmp_pack_GW8ASd
1386921541486,git,70937,R,4800,2136071284,46580,tmp_pack_GW8ASd
1386921588431,git,70937,R,163,2136780618,45121,tmp_pack_GW8ASd
1386921588671,git,70937,R,56,2137131986,45025,tmp_pack_GW8ASd
1386921634915,git,70937,R,39,2138583161,45660,tmp_pack_GW8ASd
1386921634983,git,70937,R,159,2138737053,45599,tmp_pack_GW8ASd
1386921681633,git,70937,R,1031,3649400283,45419,tmp_pack_GW8ASd
1386921681823,git,70937,R,58,2204866210,45117,tmp_pack_GW8ASd
1386921744059,git,70937,R,1669,3275637103,56536,tmp_pack_GW8ASd
1386921744442,git,70937,R,466,2204911714,59538,tmp_pack_GW8ASd
1386921791024,git,70937,R,666,3309645478,45483,tmp_pack_GW8ASd
1386921791642,git,70937,R,1525,3275639594,43306,tmp_pack_GW8ASd
1386921837899,git,70937,R,114,2142563582,43065,tmp_pack_GW8ASd
1386921838405,git,70937,R,1619,3649299706,45655,tmp_pack_GW8ASd
1386921885030,git,70937,R,19560,2143079384,46097,tmp_pack_GW8ASd
1386921885211,git,70937,R,65,2143273663,38261,tmp_pack_GW8ASd
1386921931649,git,70937,R,237,2143475860,44652,tmp_pack_GW8ASd
1386921932047,git,70937,R,59362,2143352735,45854,tmp_pack_GW8ASd
1386921994385,git,70937,R,30252,2143954893,61100,tmp_pack_GW8ASd
1386921994831,git,70937,R,17426,2144037319,61412,tmp_pack_GW8ASd
1386922041093,git,70937,R,34229,2143920658,45376,tmp_pack_GW8ASd
1386922042434,git,70937,R,20515,2144255899,46064,tmp_pack_GW8ASd
1386922088078,git,70937,R,12,2145057170,45638,tmp_pack_GW8ASd
1386922088236,git,70937,R,65536,2144164594,45434,tmp_pack_GW8ASd
1386922134792,git,70937,R,25763,2144230130,45885,tmp_pack_GW8ASd
1386922135183,git,70937,R,56711,2145076326,46226,tmp_pack_GW8ASd
1386922181913,git,70937,R,116,2148144252,45772,tmp_pack_GW8ASd
1386922182669,git,70937,R,65536,2148144371,46117,tmp_pack_GW8ASd
1386922244025,git,70937,R,15810,2148209907,60577,tmp_pack_GW8ASd
1386922244279,git,70937,R,37,2151663120,61066,tmp_pack_GW8ASd
1386922290899,git,70937,R,1236,2152705239,45924,tmp_pack_GW8ASd
1386922291190,git,70937,R,49275,2153406108,46016,tmp_pack_GW8ASd
1386922338025,git,70937,R,3684,2160597401,46046,tmp_pack_GW8ASd
1386922338496,git,70937,R,62769,2153343333,45691,tmp_pack_GW8ASd
1386922385123,git,70937,R,6099,2160591297,46640,tmp_pack_GW8ASd
1386922385268,git,70937,R,607,2160606502,45085,tmp_pack_GW8ASd
1386922431549,git,70937,R,65,2160619513,38485,tmp_pack_GW8ASd
1386922431634,git,70937,R,518,2160625207,37748,tmp_pack_GW8ASd
1386922494382,git,70937,R,1419,2160718390,45937,tmp_pack_GW8ASd
1386922494573,git,70937,R,44,2160722356,46035,tmp_pack_GW8ASd
1386922541870,git,70937,R,3751,3649303199,33513,tmp_pack_GW8ASd
1386922542346,git,70937,R,1040,3649302097,46947,tmp_pack_GW8ASd
1386922588083,git,70937,R,23804,2161477023,35373,tmp_pack_GW8ASd
1386922588371,git,70937,R,266,2161217043,35834,tmp_pack_GW8ASd
1386922634783,git,70937,R,7513,2161469504,45261,tmp_pack_GW8ASd
1386922635314,git,70937,R,64378,2161782284,46037,tmp_pack_GW8ASd
1386922681737,git,70937,R,69,2162665754,45556,tmp_pack_GW8ASd
1386922681843,git,70937,R,15471,2162064747,45813,tmp_pack_GW8ASd
1386922744426,git,70937,R,90,2164709191,61683,tmp_pack_GW8ASd
1386922744568,git,70937,R,65536,2161987905,61952,tmp_pack_GW8ASd
1386922791312,git,70937,R,659,2165544082,46024,tmp_pack_GW8ASd
1386922791411,git,70937,R,11300,2162053441,45747,tmp_pack_GW8ASd
1386922837829,git,70937,R,185,2165547427,44768,tmp_pack_GW8ASd
1386922838087,git,70937,R,7025,2162091759,45939,tmp_pack_GW8ASd
1386922884645,git,70937,R,1932,3036954372,45327,tmp_pack_GW8ASd
1386922884784,git,70937,R,649,2729603201,44204,tmp_pack_GW8ASd
1386922931920,git,70937,R,582,3413845679,46047,tmp_pack_GW8ASd
1386922932159,git,70937,R,874,2864670120,44684,tmp_pack_GW8ASd
1386922994198,git,70937,R,583,2864678449,60543,tmp_pack_GW8ASd
1386922994765,git,70937,R,53,2864678392,62379,tmp_pack_GW8ASd
1386923040895,git,70937,R,280,3113509559,45754,tmp_pack_GW8ASd
1386923041088,git,70937,R,776,3113510281,44855,tmp_pack_GW8ASd
1386923087920,git,70937,R,499,2864663356,44876,tmp_pack_GW8ASd
1386923088154,git,70937,R,774,2165941784,35459,tmp_pack_GW8ASd
1386923134817,git,70937,R,264,2166781883,45624,tmp_pack_GW8ASd
1386923135167,git,70937,R,103,2166779802,45730,tmp_pack_GW8ASd
1386923181558,git,70937,R,818,2166802614,44576,tmp_pack_GW8ASd
1386923182047,git,70937,R,384,2166804989,45043,tmp_pack_GW8ASd
1386923244101,git,70937,R,143,3113518357,59367,tmp_pack_GW8ASd
1386923244385,git,70937,R,1256,3583707626,58273,tmp_pack_GW8ASd
1386923291061,git,70937,R,35,3583709156,41205,tmp_pack_GW8ASd
